Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-12-23 19:38:28,"Simple Push Day",41m,"Overhead Press (Dumbbell)",1,12.0,7,0,0,"",,
2022-12-23 19:38:28,"Simple Push Day",41m,"Overhead Press (Dumbbell)",2,12.0,10,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Overhead Press (Dumbbell)",3,12.0,10,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Overhead Press (Dumbbell)",4,12.0,8,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Lateral Raise (Dumbbell)",1,12.0,6,0,0,"",,
2022-12-23 19:38:28,"Simple Push Day",41m,"Lateral Raise (Dumbbell)",2,12.0,4,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Lateral Raise (Dumbbell)",3,8.0,10,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Lateral Raise (Dumbbell)",4,8.0,12,0,0,,,
2022-12-23 19:38:28,"Simple Push Day",41m,"Lateral Raise (Dumbbell)",5,8.0,20,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Bicep Curl (Dumbbell)",1,12.0,10,0,0,"","",
2022-12-23 20:20:12,"Arms ",41m,"Bicep Curl (Dumbbell)",2,12.0,12,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Bicep Curl (Dumbbell)",3,12.0,12,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Bicep Curl (Dumbbell)",4,12.0,12,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",1,35.0,11,0,0,"",,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",2,35.0,8,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",3,35.0,4,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",4,24.0,4,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",5,35.0,6,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Triceps Pushdown (Cable - Straight Bar)",6,24.0,6,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Seated Palms Up Wrist Curl (Dumbbell)",1,8.0,30,0,0,"",,
2022-12-23 20:20:12,"Arms ",41m,"Seated Palms Up Wrist Curl (Dumbbell)",2,4.0,30,0,0,,,
2022-12-23 20:20:12,"Arms ",41m,"Seated Palms Up Wrist Curl (Dumbbell)",3,4.0,30,0,0,,,
2022-12-23 21:02:02,"Chest",12m,"1 Arm Heavy Crossover",1,28.0,8,0,0,"","",
2022-12-23 21:02:02,"Chest",12m,"1 Arm Heavy Crossover",2,28.0,6,0,0,,,
2022-12-23 21:02:02,"Chest",12m,"1 Arm Heavy Crossover",3,28.0,15,0,0,,,
2022-12-23 21:02:02,"Chest",12m,"1 Arm Heavy Crossover",4,28.0,9,0,0,,,
2022-12-23 21:02:02,"Chest",12m,"1 Arm Heavy Crossover",5,28.0,4,0,0,,,
2022-12-23 21:15:04,"Neck",7m,"Neck Warmup",1,0,0,0,10,"","",
2022-12-23 21:15:04,"Neck",7m,"Neck Curl",1,3.5,20,0,0,"",,
2022-12-23 21:15:04,"Neck",7m,"Neck Curl",2,3.5,20,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",1,35.0,8,0,0,"","",
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",2,35.0,8,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",3,35.0,4,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",4,35.0,4,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",5,28.0,4,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Lat Pulldown (Cable)",6,28.0,7,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Seated Wide-Grip Row (Cable)",1,21.0,20,0,0,"",,
2022-12-23 21:24:06,"Back",31m,"Seated Wide-Grip Row (Cable)",2,28.0,16,0,0,,,
2022-12-23 21:24:06,"Back",31m,"Seated Wide-Grip Row (Cable)",3,28.0,12,0,0,,,
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Dumbbell)",1,12.0,7,0,0,"","",
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Cable)",1,7.0,20,0,0,"",,
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Cable)",2,7.0,10,0,0,,,
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Cable)",3,7.0,10,0,0,,,
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Cable)",4,7.0,17,0,0,,,
2022-12-26 19:56:17,"Delts",26m,"Lateral Raise (Cable)",5,7.0,14,0,0,,,
2022-12-26 20:23:22,"Arms ",22m,"Triceps Pushdown (Cable - Straight Bar)",1,35.0,12,0,0,"","",
2022-12-26 20:23:22,"Arms ",22m,"Triceps Pushdown (Cable - Straight Bar)",2,42.0,7,0,0,,,
2022-12-26 20:23:22,"Arms ",22m,"Triceps Pushdown (Cable - Straight Bar)",3,24.0,13,0,0,,,
2022-12-26 20:23:22,"Arms ",22m,"Triceps Pushdown (Cable - Straight Bar)",4,24.0,34,0,0,,,
2022-12-26 20:23:22,"Arms ",22m,"Triceps Pushdown (Cable - Straight Bar)",5,21.0,15,0,0,,,
2022-12-26 20:45:32,"Chest",30m,"1 Arm Heavy Crossover",1,28.0,13,0,0,"","",
2022-12-26 20:45:32,"Chest",30m,"1 Arm Heavy Crossover",2,28.0,14,0,0,,,
2022-12-26 20:45:32,"Chest",30m,"1 Arm Heavy Crossover",3,28.0,20,0,0,,,
2022-12-26 20:45:32,"Chest",30m,"1 Arm Heavy Crossover",4,28.0,10,0,0,,,
2022-12-26 20:45:32,"Chest",30m,"1 Arm Heavy Crossover",5,28.0,14,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Bicep Curl (Dumbbell)",1,12.0,9,0,0,"","",
2022-12-26 21:20:31,"Simple Pull Day",24m,"Bicep Curl (Dumbbell)",2,12.0,9,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Bicep Curl (Dumbbell)",3,14.0,12,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Bicep Curl (Dumbbell)",4,14.0,12,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Seated Palms Up Wrist Curl (Dumbbell)",1,4.0,25,0,0,"",,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Seated Palms Up Wrist Curl (Dumbbell)",2,4.0,25,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Seated Palms Up Wrist Curl (Dumbbell)",3,4.0,35,0,0,,,
2022-12-26 21:20:31,"Simple Pull Day",24m,"Seated Palms Up Wrist Curl (Dumbbell)",4,4.0,35,0,0,,,
2022-12-26 21:45:20,"Neck",5m,"Neck Curl",1,3.5,25,0,0,"","",
2022-12-26 21:45:20,"Neck",5m,"Neck Curl",2,3.5,20,0,0,,,
2022-12-26 21:50:40,"Back",21m,"Lat Pulldown (Cable)",1,35.0,6,0,0,"","",
2022-12-26 21:50:40,"Back",21m,"Lat Pulldown (Cable)",2,35.0,5,0,0,,,
2022-12-26 21:50:40,"Back",21m,"Lat Pulldown (Cable)",3,35.0,6,0,0,,,
2022-12-26 21:50:40,"Back",21m,"Lat Pulldown (Cable)",4,35.0,6,0,0,,,
2022-12-26 21:50:40,"Back",21m,"Seated Wide-Grip Row (Cable)",1,28.0,12,0,0,"",,
2022-12-26 21:50:40,"Back",21m,"Seated Wide-Grip Row (Cable)",2,28.0,17,0,0,,,
2022-12-26 21:50:40,"Back",21m,"Seated Wide-Grip Row (Cable)",3,28.0,13,0,0,,,
2022-12-28 20:39:49,"Simple Push Day",12m,"Incline Bench Press (Dumbbell)",1,12.0,12,0,0,"","",
2022-12-28 20:39:49,"Simple Push Day",12m,"Incline Bench Press (Dumbbell)",2,16.0,12,0,0,,,
2022-12-28 20:39:49,"Simple Push Day",12m,"Incline Bench Press (Dumbbell)",3,16.0,10,0,0,,,
2022-12-28 20:39:49,"Simple Push Day",12m,"Incline Bench Press (Dumbbell)",4,16.0,12,0,0,,,
2022-12-28 20:52:08,"Delts",11m,"Lateral Raise (Cable)",1,7.0,20,0,0,"","",
2022-12-28 20:52:08,"Delts",11m,"Lateral Raise (Cable)",2,7.0,9,0,0,,,
2022-12-28 20:52:08,"Delts",11m,"Lateral Raise (Cable)",3,7.0,14,0,0,,,
2022-12-28 20:52:08,"Delts",11m,"Lateral Raise (Cable)",4,7.0,20,0,0,,,
2022-12-28 21:04:32,"Chest",30m,"1 Arm Heavy Crossover",1,28.0,13,0,0,"","",
2022-12-28 21:04:32,"Chest",30m,"1 Arm Heavy Crossover",2,35.0,10,0,0,,,
2022-12-28 21:04:32,"Chest",30m,"1 Arm Heavy Crossover",3,25.0,20,0,0,,,
2022-12-28 21:04:32,"Chest",30m,"1 Arm Heavy Crossover",4,35.0,6,0,0,,,
2022-12-28 21:04:32,"Chest",30m,"1 Arm Heavy Crossover",5,28.0,6,0,0,,,
2022-12-28 21:35:27,"Arms ",15m,"Bicep Curl (Dumbbell)",1,16.0,9,0,0,"","",
2022-12-28 21:35:27,"Arms ",15m,"Bicep Curl (Dumbbell)",2,14.0,14,0,0,,,
2022-12-28 21:35:27,"Arms ",15m,"Bicep Curl (Dumbbell)",3,14.0,12,0,0,,,
2022-12-28 21:35:27,"Arms ",15m,"Bicep Curl (Dumbbell)",4,14.0,10,0,0,,,
2022-12-28 21:50:51,"Neck",4m,"Neck Curl",1,3.5,30,0,0,"","",
2022-12-28 21:50:51,"Neck",4m,"Neck Curl",2,3.5,21,0,0,,,
2022-12-28 21:56:56,"Back",9m,"Lat Pulldown (Cable)",1,35.0,5,0,0,"","",
2022-12-28 21:56:56,"Back",9m,"Lat Pulldown (Cable)",2,35.0,5,0,0,,,
2022-12-28 21:56:56,"Back",9m,"Lat Pulldown (Cable)",3,35.0,7,0,0,,,
2022-12-28 21:56:56,"Back",9m,"Seated Wide-Grip Row (Cable)",1,28.0,16,0,0,"",,
2022-12-28 21:56:56,"Back",9m,"Seated Wide-Grip Row (Cable)",2,35.0,5,0,0,,,
2023-01-01 20:40:56,"Simple Push Day",19m,"Incline Bench Press (Dumbbell)",1,12.0,22,0,0,"","",
2023-01-01 20:40:56,"Simple Push Day",19m,"Incline Bench Press (Dumbbell)",2,16.0,14,0,0,,,
2023-01-01 20:40:56,"Simple Push Day",19m,"Incline Bench Press (Dumbbell)",3,16.0,11,0,0,,,
2023-01-01 20:40:56,"Simple Push Day",19m,"Incline Bench Press (Dumbbell)",4,20.0,4,0,0,,,
2023-01-01 20:40:56,"Simple Push Day",19m,"Incline Bench Press (Dumbbell)",5,16.0,4,0,0,,,
2023-01-01 21:01:04,"Arms ",31m,"Bicep Curl (Dumbbell)",1,16.0,12,0,0,"","",
2023-01-01 21:01:04,"Arms ",31m,"Bicep Curl (Dumbbell)",2,18.0,8,0,0,,,
2023-01-01 21:01:04,"Arms ",31m,"Bicep Curl (Dumbbell)",3,18.0,8,0,0,,,
2023-01-01 21:01:04,"Arms ",31m,"Bicep Curl (Dumbbell)",4,18.0,8,0,0,,,
2023-01-01 21:01:04,"Arms ",31m,"Triceps Pushdown (Cable - Straight Bar)",1,42.0,12,0,0,"",,
2023-01-01 21:01:04,"Arms ",31m,"Triceps Pushdown (Cable - Straight Bar)",2,42.0,10,0,0,,,
2023-01-01 21:01:04,"Arms ",31m,"Triceps Pushdown (Cable - Straight Bar)",3,42.0,8,0,0,,,
2023-01-01 21:33:12,"Delts",15m,"Lateral Raise (Cable)",1,7.0,20,0,0,"","",
2023-01-01 21:33:12,"Delts",15m,"Lateral Raise (Cable)",2,7.0,20,0,0,,,
