Participant,Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE,Volume
HW,12/4/2023 15:54,Legs,45m,Squat (Barbell),1,65,8,0,0,,,,520
HW,12/4/2023 15:54,Legs,45m,Squat (Barbell),2,65,9,0,0,,,,585
HW,12/4/2023 15:54,Legs,45m,Squat (Barbell),3,65,7,0,0,,,,455
HW,12/4/2023 15:54,Legs,45m,Squat (Barbell),4,65,7,0,0,,,,455
HW,12/4/2023 15:54,Legs,45m,Leg Extension (Machine),1,59,8,0,0,,,,472
HW,12/4/2023 15:54,Legs,45m,Leg Extension (Machine),2,59,8,0,0,,,,472
HW,12/4/2023 15:54,Legs,45m,Leg Extension (Machine),3,59,8,0,0,,,,472
HW,12/4/2023 15:54,Legs,45m,Leg Extension (Machine),4,59,10,0,0,,,,590
HW,12/4/2023 15:54,Legs,45m,Calf Press on Seated Leg Press,1,30,15,0,0,,,,450
HW,12/4/2023 15:54,Legs,45m,Calf Press on Seated Leg Press,2,30,15,0,0,,,,450
HW,12/4/2023 15:54,Legs,45m,Calf Press on Seated Leg Press,3,30,15,0,0,,,,450
HW,12/4/2023 15:54,Legs,45m,Calf Press on Seated Leg Press,4,30,20,0,0,,,,600
HW,12/4/2023 15:54,Legs,45m,Seated Leg Press (Machine),1,100,10,0,0,,,,1000
HW,12/4/2023 15:54,Legs,45m,Seated Leg Press (Machine),2,100,10,0,0,,,,1000
HW,12/4/2023 15:54,Legs,45m,Seated Leg Press (Machine),3,110,10,0,0,,,,1100
HW,12/4/2023 15:54,Legs,45m,Seated Leg Press (Machine),4,118,12,0,0,,,,1416
HW,14/4/2023 14:19,Push,1h 33m,Seated Overhead Press (Dumbbell),1,15,10,0,0,,,,150
HW,14/4/2023 14:19,Push,1h 33m,Seated Overhead Press (Dumbbell),2,15,10,0,0,,,,150
HW,14/4/2023 14:19,Push,1h 33m,Seated Overhead Press (Dumbbell),3,15,10,0,0,,,,150
HW,14/4/2023 14:19,Push,1h 33m,Seated Overhead Press (Dumbbell),4,12.5,8,0,0,,,,100
HW,14/4/2023 14:19,Push,1h 33m,Triceps Dip,1,0,8,0,0,,,,0
HW,14/4/2023 14:19,Push,1h 33m,Triceps Dip,2,0,8,0,0,,,,0
HW,14/4/2023 14:19,Push,1h 33m,Triceps Dip,3,0,7,0,0,,,,0
HW,14/4/2023 14:19,Push,1h 33m,Bench Press (Dumbbell),1,30,10,0,0,,,,300
HW,14/4/2023 14:19,Push,1h 33m,Bench Press (Dumbbell),2,35,10,0,0,,,,350
HW,14/4/2023 14:19,Push,1h 33m,Bench Press (Dumbbell),3,40,8,0,0,,,,320
HW,14/4/2023 14:19,Push,1h 33m,Bench Press (Dumbbell),4,40,12,0,0,,,,480
HW,16/4/2023 13:55,Pull,47m,Seated Row (Cable),1,41,6,0,0,,,,246
HW,16/4/2023 13:55,Pull,47m,Lat Pulldown (Cable),1,45.5,8,0,0,,,,364
HW,16/4/2023 13:55,Pull,47m,Lat Pulldown (Cable),2,45.5,10,0,0,,,,455
HW,16/4/2023 13:55,Pull,47m,Lat Pulldown (Cable),3,50,8,0,0,,,,400
HW,16/4/2023 13:55,Pull,47m,Lat Pulldown (Cable),4,50,8,0,0,,,,400
HW,16/4/2023 13:55,Pull,47m,Tricep Rope,1,25,10,0,0,,,,250
HW,16/4/2023 13:55,Pull,47m,Tricep Rope,2,27,10,0,0,,,,270
HW,16/4/2023 13:55,Pull,47m,Tricep Rope,3,27,10,0,0,,,,270
HW,16/4/2023 13:55,Pull,47m,Tricep Rope,4,27,10,0,0,,,,270
HW,17/4/2023 16:09,Legs,1h 36m,Squat (Barbell),1,65,8,0,0,,,,520
HW,17/4/2023 16:09,Legs,1h 36m,Squat (Barbell),2,65,8,0,0,,,,520
HW,17/4/2023 16:09,Legs,1h 36m,Squat (Barbell),3,65,8,0,0,,,,520
HW,17/4/2023 16:09,Legs,1h 36m,Squat (Barbell),4,65,8,0,0,,,,520
HW,17/4/2023 16:09,Legs,1h 36m,Leg Extension (Machine),1,59,10,0,0,,,,590
HW,17/4/2023 16:09,Legs,1h 36m,Leg Extension (Machine),2,59,10,0,0,,,,590
HW,17/4/2023 16:09,Legs,1h 36m,Leg Extension (Machine),3,64,10,0,0,,,,640
HW,17/4/2023 16:09,Legs,1h 36m,Leg Extension (Machine),4,64,12,0,0,,,,768
HW,17/4/2023 16:09,Legs,1h 36m,Seated Leg Press (Machine),1,118,10,0,0,,,,1180
HW,17/4/2023 16:09,Legs,1h 36m,Seated Leg Press (Machine),2,118,10,0,0,,,,1180
HW,17/4/2023 16:09,Legs,1h 36m,Seated Leg Press (Machine),3,127,10,0,0,,,,1270
HW,19/4/2023 13:47,Push,1h 41m,Seated Overhead Press (Dumbbell),1,15,8,0,0,,,,120
HW,19/4/2023 13:47,Push,1h 41m,Seated Overhead Press (Dumbbell),2,12.5,10,0,0,,,,125
HW,19/4/2023 13:47,Push,1h 41m,Seated Overhead Press (Dumbbell),3,12.5,12,0,0,,,,150
HW,19/4/2023 13:47,Push,1h 41m,Seated Overhead Press (Dumbbell),4,12.5,12,0,0,,,,150
HW,19/4/2023 13:47,Push,1h 41m,Triceps Dip,1,0,6,0,0,,,,0
HW,19/4/2023 13:47,Push,1h 41m,Triceps Dip,2,0,4,0,0,,,,0
HW,19/4/2023 13:47,Push,1h 41m,Triceps Dip,3,0,8,0,0,,,,0
HW,19/4/2023 13:47,Push,1h 41m,Triceps Dip,4,0,4,0,0,,,,0
HW,19/4/2023 13:47,Push,1h 41m,Triceps Dip,5,0,4,0,0,,,,0
HW,19/4/2023 13:47,Push,1h 41m,Bench Press (Dumbbell),1,40,10,0,0,,,,400
HW,19/4/2023 13:47,Push,1h 41m,Bench Press (Dumbbell),2,40,12,0,0,,,,480
HW,19/4/2023 13:47,Push,1h 41m,Bench Press (Dumbbell),3,40,12,0,0,,,,480
HW,19/4/2023 13:47,Push,1h 41m,Bench Press (Dumbbell),4,40,14,0,0,,,,560
HW,20/4/2023 13:38,Pull,16m,Hammer Curl (Dumbbell),1,10,5,0,0,,,,50
HW,20/4/2023 13:38,Pull,16m,Hammer Curl (Dumbbell),2,8,12,0,0,,,,96
HW,20/4/2023 13:38,Pull,16m,Hammer Curl (Dumbbell),3,8,10,0,0,,,,80
HW,20/4/2023 13:38,Pull,16m,Hammer Curl (Dumbbell),4,8,10,0,0,,,,80
HW,21/4/2023 15:54,Legs,1h 29m,Squat (Barbell),1,70,8,0,0,,,,560
HW,21/4/2023 15:54,Legs,1h 29m,Squat (Barbell),2,70,9,0,0,,,,630
HW,21/4/2023 15:54,Legs,1h 29m,Squat (Barbell),3,70,8,0,0,,,,560
HW,21/4/2023 15:54,Legs,1h 29m,Squat (Barbell),4,70,10,0,0,,,,700
HW,21/4/2023 15:54,Legs,1h 29m,Leg Extension (Machine),1,64,12,0,0,,,,768
HW,21/4/2023 15:54,Legs,1h 29m,Leg Extension (Machine),2,64,10,0,0,,,,640
HW,21/4/2023 15:54,Legs,1h 29m,Leg Extension (Machine),3,55,10,0,0,,,,550
HW,21/4/2023 15:54,Legs,1h 29m,Calf Press on Seated Leg Press,1,35,13,0,0,,,,455
HW,21/4/2023 15:54,Legs,1h 29m,Calf Press on Seated Leg Press,2,35,15,0,0,,,,525
HW,21/4/2023 15:54,Legs,1h 29m,Calf Press on Seated Leg Press,3,35,15,0,0,,,,525
HW,21/4/2023 15:54,Legs,1h 29m,Calf Press on Seated Leg Press,4,35,15,0,0,,,,525
HW,21/4/2023 15:54,Legs,1h 29m,Seated Leg Press (Machine),1,118,12,0,0,,,,1416
HW,21/4/2023 15:54,Legs,1h 29m,Seated Leg Press (Machine),2,127,12,0,0,,,,1524
HW,21/4/2023 15:54,Legs,1h 29m,Seated Leg Press (Machine),3,136,12,0,0,,,,1632
HW,25/4/2023 13:51,Legs,1h 21m,Squat (Barbell),1,70,10,0,0,,,,700
HW,25/4/2023 13:51,Legs,1h 21m,Squat (Barbell),2,75,8,0,0,,,,600
HW,25/4/2023 13:51,Legs,1h 21m,Squat (Barbell),3,75,8,0,0,,,,600
HW,25/4/2023 13:51,Legs,1h 21m,Squat (Barbell),4,75,10,0,0,,,,750
HW,25/4/2023 13:51,Legs,1h 21m,Leg Extension (Machine),1,64,10,0,0,,,,640
HW,25/4/2023 13:51,Legs,1h 21m,Leg Extension (Machine),2,64,12,0,0,,,,768
HW,25/4/2023 13:51,Legs,1h 21m,Leg Extension (Machine),3,64,12,0,0,,,,768
HW,25/4/2023 13:51,Legs,1h 21m,Leg Extension (Machine),4,64,12,0,0,,,,768
HW,25/4/2023 13:51,Legs,1h 21m,Calf Press on Seated Leg Press,1,40,15,0,0,,,,600
HW,25/4/2023 13:51,Legs,1h 21m,Calf Press on Seated Leg Press,2,40,13,0,0,,,,520
HW,25/4/2023 13:51,Legs,1h 21m,Calf Press on Seated Leg Press,3,40,15,0,0,,,,600
HW,25/4/2023 13:51,Legs,1h 21m,Calf Press on Seated Leg Press,4,40,15,0,0,,,,600
HW,27/4/2023 14:15,Push,1h 23m,Seated Overhead Press (Dumbbell),1,15,10,0,0,,,,150
HW,27/4/2023 14:15,Push,1h 23m,Seated Overhead Press (Dumbbell),2,15,10,0,0,,,,150
HW,27/4/2023 14:15,Push,1h 23m,Seated Overhead Press (Dumbbell),3,15,10,0,0,,,,150
HW,27/4/2023 14:15,Push,1h 23m,Seated Overhead Press (Dumbbell),4,15,9,0,0,,,,135
HW,27/4/2023 14:15,Push,1h 23m,Triceps Dip,1,0,8,0,0,,,,0
HW,27/4/2023 14:15,Push,1h 23m,Triceps Dip,2,0,8,0,0,,,,0
HW,27/4/2023 14:15,Push,1h 23m,Triceps Dip,3,0,8,0,0,,,,0
HW,27/4/2023 14:15,Push,1h 23m,Bench Press (Dumbbell),1,20,12,0,0,,,,240
HW,27/4/2023 14:15,Push,1h 23m,Bench Press (Dumbbell),2,20,12,0,0,,,,240
HW,27/4/2023 14:15,Push,1h 23m,Bench Press (Dumbbell),3,20,12,0,0,,,,240
HW,27/4/2023 14:15,Push,1h 23m,Bench Press (Dumbbell),4,20,14,0,0,,,,280
HW,28/4/2023 14:24,Pull,52m,Lat Pulldown (Cable),1,41,8,0,0,,,,328
HW,28/4/2023 14:24,Pull,52m,Lat Pulldown (Cable),2,45,8,0,0,,,,360
HW,28/4/2023 14:24,Pull,52m,Lat Pulldown (Cable),3,41,10,0,0,,,,410
HW,28/4/2023 14:24,Pull,52m,Lat Pulldown (Cable),4,41,10,0,0,,,,410
HW,28/4/2023 14:24,Pull,52m,Tricep Rope,1,27,10,0,0,,,,270
HW,28/4/2023 14:24,Pull,52m,Tricep Rope,2,32,10,0,0,,,,320
HW,28/4/2023 14:24,Pull,52m,Tricep Rope,3,32,10,0,0,,,,320
HW,28/4/2023 14:24,Pull,52m,Tricep Rope,4,32,10,0,0,,,,320
HW,28/4/2023 14:24,Pull,52m,Hammer Curl (Dumbbell),1,10,7,0,0,,,,70
HW,28/4/2023 14:24,Pull,52m,Hammer Curl (Dumbbell),2,10,7,0,0,,,,70
HW,28/4/2023 14:24,Pull,52m,Hammer Curl (Dumbbell),3,10,8,0,0,,,,80
HW,28/4/2023 14:24,Pull,52m,Hammer Curl (Dumbbell),4,8,10,0,0,,,,80
HW,29/4/2023 13:36,Legs,2h 53m,Squat (Barbell),1,75,8,0,0,,,,600
HW,29/4/2023 13:36,Legs,2h 53m,Squat (Barbell),2,75,10,0,0,,,,750
HW,29/4/2023 13:36,Legs,2h 53m,Squat (Barbell),3,75,6,0,0,,,,450
HW,29/4/2023 13:36,Legs,2h 53m,Squat (Barbell),4,75,8,0,0,,,,600
HW,29/4/2023 13:36,Legs,2h 53m,Leg Extension (Machine),1,64,12,0,0,,,,768
HW,29/4/2023 13:36,Legs,2h 53m,Leg Extension (Machine),2,64,12,0,0,,,,768
HW,29/4/2023 13:36,Legs,2h 53m,Leg Extension (Machine),3,64,12,0,0,,,,768
HW,29/4/2023 13:36,Legs,2h 53m,Leg Extension (Machine),4,64,12,0,0,,,,768
HW,29/4/2023 13:36,Legs,2h 53m,Calf Press on Seated Leg Press,1,40,20,0,0,,,,800
HW,29/4/2023 13:36,Legs,2h 53m,Calf Press on Seated Leg Press,2,40,20,0,0,,,,800
HW,29/4/2023 13:36,Legs,2h 53m,Calf Press on Seated Leg Press,3,40,20,0,0,,,,800
HW,29/4/2023 13:36,Legs,2h 53m,Calf Press on Seated Leg Press,4,40,15,0,0,,,,600
HW,29/4/2023 13:36,Legs,2h 53m,Seated Leg Press (Machine),1,136,12,0,0,,,,1632
HW,29/4/2023 13:36,Legs,2h 53m,Seated Leg Press (Machine),2,136,12,0,0,,,,1632
HW,29/4/2023 13:36,Legs,2h 53m,Seated Leg Press (Machine),3,136,12,0,0,,,,1632
HW,29/4/2023 13:36,Legs,2h 53m,Seated Leg Press (Machine),4,136,12,0,0,,,,1632
HW,1/5/2023 16:14,Push,1h 26m,Seated Overhead Press (Dumbbell),1,15,10,0,0,,,,150
HW,1/5/2023 16:14,Push,1h 26m,Seated Overhead Press (Dumbbell),2,15,10,0,0,,,,150
HW,1/5/2023 16:14,Push,1h 26m,Seated Overhead Press (Dumbbell),3,15,10,0,0,,,,150
HW,1/5/2023 16:14,Push,1h 26m,Seated Overhead Press (Dumbbell),4,15,10,0,0,,,,150
HW,1/5/2023 16:14,Push,1h 26m,Triceps Dip,1,0,10,0,0,,,,0
HW,1/5/2023 16:14,Push,1h 26m,Triceps Dip,2,0,8,0,0,,,,0
HW,1/5/2023 16:14,Push,1h 26m,Triceps Dip,3,0,9,0,0,,,,0
HW,1/5/2023 16:14,Push,1h 26m,Bench Press (Dumbbell),1,20,12,0,0,,,,240
HW,1/5/2023 16:14,Push,1h 26m,Bench Press (Dumbbell),2,20,11,0,0,,,,220
HW,1/5/2023 16:14,Push,1h 26m,Bench Press (Dumbbell),3,20,12,0,0,,,,240
HW,1/5/2023 16:14,Push,1h 26m,Bench Press (Dumbbell),4,20,12,0,0,,,,240
HW,2/5/2023 13:58,Pull,1h 11m,Lat Pulldown (Cable),1,41,10,0,0,,,,410
HW,2/5/2023 13:58,Pull,1h 11m,Lat Pulldown (Cable),2,41,12,0,0,,,,492
HW,2/5/2023 13:58,Pull,1h 11m,Lat Pulldown (Cable),3,41,12,0,0,,,,492
HW,2/5/2023 13:58,Pull,1h 11m,Lat Pulldown (Cable),4,41,10,0,0,,,,410
HW,2/5/2023 13:58,Pull,1h 11m,Tricep Rope,1,32,10,0,0,,,,320
HW,2/5/2023 13:58,Pull,1h 11m,Tricep Rope,2,32,10,0,0,,,,320
HW,2/5/2023 13:58,Pull,1h 11m,Tricep Rope,3,27,10,0,0,,,,270
HW,2/5/2023 13:58,Pull,1h 11m,Tricep Rope,4,27,10,0,0,,,,270
HW,2/5/2023 13:58,Pull,1h 11m,Hammer Curl (Dumbbell),1,10,10,0,0,,,,100
HW,2/5/2023 13:58,Pull,1h 11m,Hammer Curl (Dumbbell),2,10,5,0,0,,,,50
HW,2/5/2023 13:58,Pull,1h 11m,Hammer Curl (Dumbbell),3,10,5,0,0,,,,50
HW,2/5/2023 13:58,Pull,1h 11m,Hammer Curl (Dumbbell),4,10,5,0,0,,,,50
HW,3/5/2023 14:23,Legs,22h 30m,Squat (Barbell),1,75,10,0,0,,,,750
HW,3/5/2023 14:23,Legs,22h 30m,Squat (Barbell),2,75,12,0,0,,,,900
HW,3/5/2023 14:23,Legs,22h 30m,Squat (Barbell),3,75,12,0,0,,,,900
HW,3/5/2023 14:23,Legs,22h 30m,Squat (Barbell),4,75,6,0,0,,,,450
HW,3/5/2023 14:23,Legs,22h 30m,Leg Extension (Machine),1,68,12,0,0,,,,816
HW,3/5/2023 14:23,Legs,22h 30m,Leg Extension (Machine),2,68,12,0,0,,,,816
HW,3/5/2023 14:23,Legs,22h 30m,Leg Extension (Machine),3,68,12,0,0,,,,816
HW,3/5/2023 14:23,Legs,22h 30m,Leg Extension (Machine),4,68,12,0,0,,,,816
HW,3/5/2023 14:23,Legs,22h 30m,Calf Press on Seated Leg Press,1,45,15,0,0,,,,675
HW,3/5/2023 14:23,Legs,22h 30m,Calf Press on Seated Leg Press,2,45,20,0,0,,,,900
HW,3/5/2023 14:23,Legs,22h 30m,Calf Press on Seated Leg Press,3,45,20,0,0,,,,900
HW,3/5/2023 14:23,Legs,22h 30m,Calf Press on Seated Leg Press,4,45,15,0,0,,,,675
HW,3/5/2023 14:23,Legs,22h 30m,Seated Leg Press (Machine),1,146,12,0,0,,,,1752
HW,5/5/2023 14:20,Push,1h 46m,Seated Overhead Press (Dumbbell),1,15,12,0,0,,,,180
HW,5/5/2023 14:20,Push,1h 46m,Seated Overhead Press (Dumbbell),2,15,12,0,0,,,,180
HW,5/5/2023 14:20,Push,1h 46m,Seated Overhead Press (Dumbbell),3,15,8,0,0,,,,120
HW,5/5/2023 14:20,Push,1h 46m,Seated Overhead Press (Dumbbell),4,15,8,0,0,,,,120
HW,5/5/2023 14:20,Push,1h 46m,Triceps Dip,1,0,10,0,0,,,,0
HW,5/5/2023 14:20,Push,1h 46m,Triceps Dip,2,0,8,0,0,,,,0
HW,5/5/2023 14:20,Push,1h 46m,Triceps Dip,3,0,10,0,0,,,,0
HW,5/5/2023 14:20,Push,1h 46m,Bench Press (Dumbbell),1,20,12,0,0,,,,240
HW,5/5/2023 14:20,Push,1h 46m,Bench Press (Dumbbell),2,20,12,0,0,,,,240
HW,5/5/2023 14:20,Push,1h 46m,Bench Press (Dumbbell),3,20,14,0,0,,,,280
HW,5/5/2023 14:20,Push,1h 46m,Bench Press (Dumbbell),4,20,14,0,0,,,,280
HW,6/5/2023 14:42,Pull,1h,Lat Pulldown (Cable),1,45.5,10,0,0,,,,455
HW,6/5/2023 14:42,Pull,1h,Lat Pulldown (Cable),2,45,10,0,0,,,,450
HW,6/5/2023 14:42,Pull,1h,Lat Pulldown (Cable),3,41,10,0,0,,,,410
HW,6/5/2023 14:42,Pull,1h,Lat Pulldown (Cable),4,41,7,0,0,,,,287
HW,6/5/2023 14:42,Pull,1h,Lat Pulldown (Cable),5,50,4,0,0,,,,200
HW,6/5/2023 14:42,Pull,1h,Hammer Curl (Dumbbell),1,10,10,0,0,,,,100
HW,6/5/2023 14:42,Pull,1h,Hammer Curl (Dumbbell),2,10,9,0,0,,,,90
HW,6/5/2023 14:42,Pull,1h,Hammer Curl (Dumbbell),3,10,8,0,0,,,,80
HW,6/5/2023 14:42,Pull,1h,Hammer Curl (Dumbbell),4,10,8,0,0,,,,80
HW,6/5/2023 14:42,Pull,1h,Triceps Pushdown (Cable - Straight Bar),1,32,12,0,0,,,,384
HW,6/5/2023 14:42,Pull,1h,Triceps Pushdown (Cable - Straight Bar),2,32,10,0,0,,,,320
HW,6/5/2023 14:42,Pull,1h,Triceps Pushdown (Cable - Straight Bar),3,32,11,0,0,,,,352
HW,6/5/2023 14:42,Pull,1h,Triceps Pushdown (Cable - Straight Bar),4,32,12,0,0,,,,384
HW,7/5/2023 14:53,Legs,1h 54m,Squat (Barbell),1,75,10,0,0,,,,750
HW,7/5/2023 14:53,Legs,1h 54m,Squat (Barbell),2,75,10,0,0,,,,750
HW,7/5/2023 14:53,Legs,1h 54m,Squat (Barbell),3,75,10,0,0,,,,750
HW,7/5/2023 14:53,Legs,1h 54m,Squat (Barbell),4,75,10,0,0,,,,750
HW,7/5/2023 14:53,Legs,1h 54m,Leg Extension (Machine),1,68,12,0,0,,,,816
HW,7/5/2023 14:53,Legs,1h 54m,Leg Extension (Machine),2,73,10,0,0,,,,730
HW,7/5/2023 14:53,Legs,1h 54m,Leg Extension (Machine),3,73,10,0,0,,,,730
HW,7/5/2023 14:53,Legs,1h 54m,Leg Extension (Machine),4,73,12,0,0,,,,876
HW,7/5/2023 14:53,Legs,1h 54m,Calf Press on Seated Leg Press,1,50,18,0,0,,,,900
HW,7/5/2023 14:53,Legs,1h 54m,Calf Press on Seated Leg Press,2,50,20,0,0,,,,1000
HW,7/5/2023 14:53,Legs,1h 54m,Calf Press on Seated Leg Press,3,50,15,0,0,,,,750
HW,7/5/2023 14:53,Legs,1h 54m,Calf Press on Seated Leg Press,4,50,15,0,0,,,,750
HW,9/5/2023 14:34,Push,2h 4m,Seated Overhead Press (Dumbbell),1,15,12,0,0,,,,180
HW,9/5/2023 14:34,Push,2h 4m,Seated Overhead Press (Dumbbell),2,15,12,0,0,,,,180
HW,9/5/2023 14:34,Push,2h 4m,Seated Overhead Press (Dumbbell),3,15,12,0,0,,,,180
HW,9/5/2023 14:34,Push,2h 4m,Seated Overhead Press (Dumbbell),4,15,12,0,0,,,,180
HW,9/5/2023 14:34,Push,2h 4m,Triceps Dip,1,0,10,0,0,,,,0
HW,9/5/2023 14:34,Push,2h 4m,Triceps Dip,2,0,9,0,0,,,,0
HW,9/5/2023 14:34,Push,2h 4m,Triceps Dip,3,0,10,0,0,,,,0
HW,9/5/2023 14:34,Push,2h 4m,Bench Press (Dumbbell),1,22.5,10,0,0,,,,225
HW,9/5/2023 14:34,Push,2h 4m,Bench Press (Dumbbell),2,22.5,10,0,0,,,,225
HW,9/5/2023 14:34,Push,2h 4m,Bench Press (Dumbbell),3,22.5,10,0,0,,,,225
HW,9/5/2023 14:34,Push,2h 4m,Bench Press (Dumbbell),4,22.5,11,0,0,,,,247.5
HW,9/5/2023 14:34,Push,2h 4m,Chest Press (Machine),1,45,6,0,0,,,,270
HW,9/5/2023 14:34,Push,2h 4m,Chest Press (Machine),2,45,7,0,0,,,,315
HW,9/5/2023 14:34,Push,2h 4m,Chest Press (Machine),3,45,7,0,0,,,,315
HW,9/5/2023 14:34,Push,2h 4m,Chest Press (Machine),4,45,5,0,0,,,,225
HW,10/5/2023 14:10,Pull,1h 13m,Lat Pulldown (Cable),1,45.5,9,0,0,,,,409.5
HW,10/5/2023 14:10,Pull,1h 13m,Lat Pulldown (Cable),2,45.5,8,0,0,,,,364
HW,10/5/2023 14:10,Pull,1h 13m,Lat Pulldown (Cable),3,45.5,8,0,0,,,,364
HW,10/5/2023 14:10,Pull,1h 13m,Lat Pulldown (Cable),4,45.5,9,0,0,,,,409.5
HW,10/5/2023 14:10,Pull,1h 13m,Hammer Curl (Dumbbell),1,10,8,0,0,,,,80
HW,10/5/2023 14:10,Pull,1h 13m,Hammer Curl (Dumbbell),2,10,10,0,0,,,,100
HW,10/5/2023 14:10,Pull,1h 13m,Hammer Curl (Dumbbell),3,10,9,0,0,,,,90
HW,10/5/2023 14:10,Pull,1h 13m,Hammer Curl (Dumbbell),4,10,9,0,0,,,,90
HW,10/5/2023 14:10,Pull,1h 13m,Triceps Pushdown (Cable - Straight Bar),1,32,12,0,0,,,,384
HW,10/5/2023 14:10,Pull,1h 13m,Triceps Pushdown (Cable - Straight Bar),2,36,10,0,0,,,,360
HW,10/5/2023 14:10,Pull,1h 13m,Triceps Pushdown (Cable - Straight Bar),3,36,10,0,0,,,,360
HW,10/5/2023 14:10,Pull,1h 13m,Triceps Pushdown (Cable - Straight Bar),4,36,11,0,0,,,,396
HW,11/5/2023 14:01,Legs,1h 17m,Squat (Barbell),1,80,8,0,0,,,,640
HW,11/5/2023 14:01,Legs,1h 17m,Squat (Barbell),2,80,7,0,0,,,,560
HW,11/5/2023 14:01,Legs,1h 17m,Squat (Barbell),3,75,8,0,0,,,,600
HW,11/5/2023 14:01,Legs,1h 17m,Squat (Barbell),4,80,5,0,0,,,,400
HW,11/5/2023 14:01,Legs,1h 17m,Leg Extension (Machine),1,73,10,0,0,,,,730
HW,11/5/2023 14:01,Legs,1h 17m,Leg Extension (Machine),2,73,10,0,0,,,,730
HW,11/5/2023 14:01,Legs,1h 17m,Leg Extension (Machine),3,73,10,0,0,,,,730
HW,11/5/2023 14:01,Legs,1h 17m,Leg Extension (Machine),4,73,12,0,0,,,,876
HW,11/5/2023 14:01,Legs,1h 17m,Calf Press on Seated Leg Press,1,50,20,0,0,,,,1000
HW,11/5/2023 14:01,Legs,1h 17m,Calf Press on Seated Leg Press,2,50,20,0,0,,,,1000
HW,11/5/2023 14:01,Legs,1h 17m,Calf Press on Seated Leg Press,3,50,20,0,0,,,,1000
HW,11/5/2023 14:01,Legs,1h 17m,Calf Press on Seated Leg Press,4,50,20,0,0,,,,1000
HW,13/5/2023 14:36,Push,1h 27m,Seated Overhead Press (Dumbbell),1,17.5,8,0,0,,,,140
HW,13/5/2023 14:36,Push,1h 27m,Seated Overhead Press (Dumbbell),2,17.5,6,0,0,,,,105
HW,13/5/2023 14:36,Push,1h 27m,Seated Overhead Press (Dumbbell),3,15,8,0,0,,,,120
HW,13/5/2023 14:36,Push,1h 27m,Seated Overhead Press (Dumbbell),4,15,8,0,0,,,,120
HW,13/5/2023 14:36,Push,1h 27m,Triceps Dip,1,0,10,0,0,,,,0
HW,13/5/2023 14:36,Push,1h 27m,Triceps Dip,2,0,8,0,0,,,,0
HW,13/5/2023 14:36,Push,1h 27m,Triceps Dip,3,0,7,0,0,,,,0
HW,13/5/2023 14:36,Push,1h 27m,Bench Press (Dumbbell),1,22.5,12,0,0,,,,270
HW,13/5/2023 14:36,Push,1h 27m,Bench Press (Dumbbell),2,22.5,12,0,0,,,,270
HW,13/5/2023 14:36,Push,1h 27m,Bench Press (Dumbbell),3,22.5,12,0,0,,,,270
HW,13/5/2023 14:36,Push,1h 27m,Bench Press (Dumbbell),4,22.5,10,0,0,,,,225
HW,14/5/2023 13:40,Pull,1h 15m,Lat Pulldown (Cable),1,45.5,12,0,0,,,,546
HW,14/5/2023 13:40,Pull,1h 15m,Lat Pulldown (Cable),2,45.5,10,0,0,,,,455
HW,14/5/2023 13:40,Pull,1h 15m,Lat Pulldown (Cable),3,45.5,10,0,0,,,,455
HW,14/5/2023 13:40,Pull,1h 15m,Lat Pulldown (Cable),4,45.5,10,0,0,,,,455
HW,14/5/2023 13:40,Pull,1h 15m,Hammer Curl (Dumbbell),1,10,10,0,0,,,,100
HW,14/5/2023 13:40,Pull,1h 15m,Hammer Curl (Dumbbell),2,10,10,0,0,,,,100
HW,14/5/2023 13:40,Pull,1h 15m,Hammer Curl (Dumbbell),3,10,10,0,0,,,,100
HW,14/5/2023 13:40,Pull,1h 15m,Hammer Curl (Dumbbell),4,10,12,0,0,,,,120
HW,14/5/2023 13:40,Pull,1h 15m,Triceps Pushdown (Cable - Straight Bar),1,36,12,0,0,,,,432
HW,14/5/2023 13:40,Pull,1h 15m,Triceps Pushdown (Cable - Straight Bar),2,36,12,0,0,,,,432
HW,14/5/2023 13:40,Pull,1h 15m,Triceps Pushdown (Cable - Straight Bar),3,36,12,0,0,,,,432
HW,14/5/2023 13:40,Pull,1h 15m,Triceps Pushdown (Cable - Straight Bar),4,36,12,0,0,,,,432
HW,14/5/2023 13:40,Pull,1h 15m,Bicep Curl (Dumbbell),1,10,8,0,0,,,,80
HW,14/5/2023 13:40,Pull,1h 15m,Bicep Curl (Dumbbell),2,10,6,0,0,,,,60
HW,14/5/2023 13:40,Pull,1h 15m,Bicep Curl (Dumbbell),3,10,5,0,0,,,,50
HW,16/5/2023 14:30,Legs,1h 35m,Squat (Barbell),1,80,8,0,0,,,,640
HW,16/5/2023 14:30,Legs,1h 35m,Squat (Barbell),2,80,8,0,0,,,,640
HW,16/5/2023 14:30,Legs,1h 35m,Squat (Barbell),3,80,8,0,0,,,,640
HW,16/5/2023 14:30,Legs,1h 35m,Squat (Barbell),4,80,8,0,0,,,,640
HW,16/5/2023 14:30,Legs,1h 35m,Leg Extension (Machine),1,73,12,0,0,,,,876
HW,16/5/2023 14:30,Legs,1h 35m,Leg Extension (Machine),2,73,12,0,0,,,,876
