Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
22/12/2022 21:02,Delts,26m,Triceps Extension (Cable),2,21,4,0,0,,,
22/12/2022 21:02,Delts,26m,Triceps Extension (Cable),3,14,4,0,0,,,
22/12/2022 21:02,Delts,26m,Triceps Extension (Cable),4,7,12,0,0,,,
22/12/2022 21:29,Chest,19m,1 Arm Heavy Crossover,1,28,8,0,0,,,
22/12/2022 21:29,Chest,19m,1 Arm Heavy Crossover,2,28,12,0,0,,,
22/12/2022 21:29,Chest,19m,1 Arm Heavy Crossover,3,28,8,0,0,,,
22/12/2022 21:29,Chest,19m,1 Arm Heavy Crossover,4,28,12,0,0,,,
22/12/2022 21:50,Back,10m,Lat Pulldown (Cable),1,28,12,0,0,,,
22/12/2022 21:50,Back,10m,Lat Pulldown (Cable),2,35,8,0,0,,,
22/12/2022 21:50,Back,10m,Lat Pulldown (Cable),3,35,8,0,0,,,
22/12/2022 21:50,Back,10m,Lat Pulldown (Cable),4,35,8,0,0,,,
22/12/2022 21:50,Back,10m,Leg Extension (Machine),1,28,8,0,0,,,
22/12/2022 21:50,Back,10m,Leg Extension (Machine),2,35,8,0,0,,,
22/12/2022 21:50,Back,10m,Lying Leg Curl (Machine),1,14,8,0,0,,,
22/12/2022 21:50,Back,10m,Lying Leg Curl (Machine),2,14,8,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Incline Bench Press (Dumbbell),1,12,8,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Incline Bench Press (Dumbbell),2,16,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Incline Bench Press (Dumbbell),3,16,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Incline Bench Press (Dumbbell),4,16,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Overhead Press (Dumbbell),1,12,7,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Overhead Press (Dumbbell),2,12,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Overhead Press (Dumbbell),3,12,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Overhead Press (Dumbbell),4,12,8,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Lateral Raise (Dumbbell),1,12,6,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Lateral Raise (Dumbbell),2,12,4,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Lateral Raise (Dumbbell),3,8,10,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Lateral Raise (Dumbbell),4,8,12,0,0,,,
23/12/2022 19:38,Simple Push Day,41m,Lateral Raise (Dumbbell),5,8,20,0,0,,,
23/12/2022 20:20,Arms ,41m,Bicep Curl (Dumbbell),1,12,10,0,0,,,
23/12/2022 20:20,Arms ,41m,Bicep Curl (Dumbbell),2,12,12,0,0,,,
23/12/2022 20:20,Arms ,41m,Bicep Curl (Dumbbell),3,12,12,0,0,,,
23/12/2022 20:20,Arms ,41m,Bicep Curl (Dumbbell),4,12,12,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),1,35,11,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),2,35,8,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),3,35,4,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),4,24,4,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),5,35,6,0,0,,,
23/12/2022 20:20,Arms ,41m,Triceps Pushdown (Cable - Straight Bar),6,24,6,0,0,,,
